"CIE10","DESCRIPCION DIAGNOSTICO","GENERO","NÚMERO DE INCAPACIDADES","DIAS TOTALES INCAPACIDAD","PROMEDIO DIAS POR INCAPACIDAD","PERIODO DE CONSULTA"
"B86X","ESCABIOSIS","F","1","3","3","01/01/2024-31/12/2024"
"C028","LESION DE SITIOS CONTIGUOS DE LA LENGUA","F","1","7","7","01/01/2024-31/12/2024"
"C148","LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE","F","1","5","5","01/01/2024-31/12/2024"
"C698","LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS","F","1","1","1","01/01/2024-31/12/2024"
"C920","LEUCEMIA MIELOBLASTICA AGUDA [LMA]","F","2","60","30","01/01/2024-31/12/2024"
"D170","TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE CABEZA, CARA Y CUELLO","F","4","16","4","01/01/2024-31/12/2024"
"D250","LEIOMIOMA SUBMUCOSO DEL UTERO","F","1","30","30","01/01/2024-31/12/2024"
"D686","OTRA TROMBOFILIA","F","1","2","2","01/01/2024-31/12/2024"
"F321","EPISODIO DEPRESIVO MODERADO","F","1","1","1","01/01/2024-31/12/2024"
"F410","TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA]","F","1","3","3","01/01/2024-31/12/2024"
"G433","MIGRANA COMPLICADA","F","6","107","17.83333333333","01/01/2024-31/12/2024"
"G510","PARALISIS DE BELL","F","4","17","4.25","01/01/2024-31/12/2024"
"H105","BLEFAROCONJUNTIVITIS","F","1","2","2","01/01/2024-31/12/2024"
"H664","OTITIS MEDIA SUPURATIVA, SIN OTRA ESPECIFICACION","F","1","2","2","01/01/2024-31/12/2024"
"I612","HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, NO ESPECIFICADA","F","1","30","30","01/01/2024-31/12/2024"
"J039","AMIGDALITIS AGUDA, NO ESPECIFICADA","F","33","78","2.36363636364","01/01/2024-31/12/2024"
"J22X","INFECCION AGUDA NO ESPECIFICADA DE LAS VIAS RESPIRATORIAS INFERIORES","F","21","69","3.28571428571","01/01/2024-31/12/2024"
"K052","PERIODONTITIS AGUDA","F","1","2","2","01/01/2024-31/12/2024"
"K116","MUCOCELE DE GLANDULA SALIVAL","F","1","1","1","01/01/2024-31/12/2024"
"K317","POLIPO DEL ESTOMAGO Y DEL DUODENO","F","1","9","9","01/01/2024-31/12/2024"
"K350","APENDICITIS AGUDA CON PERITONITIS GENERALIZADA","F","1","19","19","01/01/2024-31/12/2024"
"K402","HERNIA INGUINAL BILATERAL, SIN OBSTRUCCION NI GANGRENA","F","2","17","8.5","01/01/2024-31/12/2024"
"K420","HERNIA UMBILICAL CON OBSTRUCCION, SIN GANGRENA","F","2","35","17.5","01/01/2024-31/12/2024"
"K529","COLITIS Y GASTROENTERITIS NO INFECCIOSAS, NO ESPECIFICADAS","F","8","21","2.625","01/01/2024-31/12/2024"
"K625","HEMORRAGIA DEL ANO Y DEL RECTO","F","1","1","1","01/01/2024-31/12/2024"
"K635","POLIPO DEL COLON","F","1","1","1","01/01/2024-31/12/2024"
"L059","QUISTE PILONIDAL SIN ABSCESO","F","1","2","2","01/01/2024-31/12/2024"
"M064","POLIARTROPATIA INFLAMATORIA","F","1","30","30","01/01/2024-31/12/2024"
"M150","(OSTEO)ARTROSIS PRIMARIA GENERALIZADA","F","2","40","20","01/01/2024-31/12/2024"
"M215","MANO O PIE EN GARRA O EN TALIPES, PIE EQUINOVARO O ZAMBO ADQUIRIDOS","F","2","45","22.5","01/01/2024-31/12/2024"
"M235","INESTABILIDAD CRONICA DE LA RODILLA","F","2","60","30","01/01/2024-31/12/2024"
"M236","OTRA RUPTURA ESPONTANEA DEL (DE LOS) LIGAMENTO(S) DE LA RODILLA","F","1","30","30","01/01/2024-31/12/2024"
"M254","DERRAME ARTICULAR","F","1","10","10","01/01/2024-31/12/2024"
"M511","TRASTORNOS DE DISCO LUMBAR Y OTROS, CON RADICULOPATIA","F","3","12","4","01/01/2024-31/12/2024"
"M531","SINDROME CERVICOBRAQUIAL","F","1","3","3","01/01/2024-31/12/2024"
"M542","CERVICALGIA","F","15","66","4.4","01/01/2024-31/12/2024"
"N131","HIDRONEFROSIS CON ESTRECHEZ URETERAL, NO CLASIFICADA EN OTRA PARTE","F","4","17","4.25","01/01/2024-31/12/2024"
"N202","CALCULO DEL RINON CON CALCULO DEL URETER","F","2","2","1","01/01/2024-31/12/2024"
"N709","SALPINGITIS Y OOFORITIS, NO ESPECIFICADAS","F","1","20","20","01/01/2024-31/12/2024"
"N738","OTRAS ENFERMEDADES INFLAMATORIAS PELVICAS FEMENINAS","F","1","5","5","01/01/2024-31/12/2024"
"N762","VULVITIS AGUDA","F","1","1","1","01/01/2024-31/12/2024"
"N870","DISPLASIA CERVICAL LEVE","F","2","14","7","01/01/2024-31/12/2024"
"O244","DIABETES MELLITUS QUE SE ORIGINA CON EL EMBARAZO","F","3","65","21.66666666667","01/01/2024-31/12/2024"
"O300","EMBARAZO DOBLE","F","2","25","12.5","01/01/2024-31/12/2024"
"O839","PARTO UNICO ASISTIDO, SIN OTRA ESPECIFICACION","F","1","126","126","01/01/2024-31/12/2024"
"O990","ANEMIA QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO","F","1","30","30","01/01/2024-31/12/2024"
"S324","FRACTURA DEL ACETABULO","F","1","3","3","01/01/2024-31/12/2024"
"S361","TRAUMATISMO DEL HIGADO Y DE LA VESICULA BILIAR","F","1","15","15","01/01/2024-31/12/2024"
"S424","FRACTURA DE LA EPIFISIS INFERIOR DEL HUMERO","F","9","238","26.44444444444","01/01/2024-31/12/2024"
"S431","LUXACION DE LA ARTICULACION ACROMIOCLAVICULAR","F","3","90","30","01/01/2024-31/12/2024"
"A059","INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA","F","3","5","1.66666666667","01/01/2024-31/12/2024"
"B373","CANDIDIASIS DE LA VULVA Y DE LA VAGINA","F","1","2","2","01/01/2024-31/12/2024"
"D171","TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DEL TRONCO","F","7","53","7.57142857143","01/01/2024-31/12/2024"
"D180","HEMANGIOMA, DE CUALQUIER SITIO","F","1","4","4","01/01/2024-31/12/2024"
"D233","TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA","F","12","26","2.16666666667","01/01/2024-31/12/2024"
"E890","HIPOTIROIDISMO CONSECUTIVO A PROCEDIMIENTOS","F","1","1","1","01/01/2024-31/12/2024"
"F319","TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO","F","1","30","30","01/01/2024-31/12/2024"
"F332","TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS","F","2","13","6.5","01/01/2024-31/12/2024"
"F419","TRASTORNO DE ANSIEDAD, NO ESPECIFICADO","F","5","10","2","01/01/2024-31/12/2024"
"F448","OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION]","F","1","1","1","01/01/2024-31/12/2024"
"F809","TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO","F","1","4","4","01/01/2024-31/12/2024"
"G122","ENFERMEDADES DE LAS NEURONAS MOTORAS","F","4","120","30","01/01/2024-31/12/2024"
"G409","EPILEPSIA, TIPO NO ESPECIFICADO","F","3","11","3.66666666667","01/01/2024-31/12/2024"
"G443","CEFALEA POSTRAUMATICA CRONICA","F","1","5","5","01/01/2024-31/12/2024"
"H659","OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACION","F","1","3","3","01/01/2024-31/12/2024"
"I880","LINFADENITIS MESENTERICA INESPECIFICA","F","5","12","2.4","01/01/2024-31/12/2024"
"J014","PANSINUSITIS AGUDA","F","1","2","2","01/01/2024-31/12/2024"
"J180","BRONCONEUMONIA, NO ESPECIFICADA","F","9","51","5.66666666667","01/01/2024-31/12/2024"
"K076","TRASTORNOS DE LA ARTICULACION TEMPOROMAXILAR","F","2","30","15","01/01/2024-31/12/2024"
"K134","GRANULOMA Y LESIONES SEMEJANTES DE LA MUCOSA BUCAL","F","2","2","1","01/01/2024-31/12/2024"
"K36X","OTROS TIPOS DE APENDICITIS","F","1","8","8","01/01/2024-31/12/2024"
"K439","OTRAS HERNIAS VENTRALES Y LAS NO ESPECIFICADAS SIN OBSTRUCCION O GANGRENA","F","8","146","18.25","01/01/2024-31/12/2024"
"L029","ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE SITIO NO ESPECIFICADO","F","1","1","1","01/01/2024-31/12/2024"
"L508","OTRAS URTICARIAS","F","1","1","1","01/01/2024-31/12/2024"
"M224","CONDROMALACIA DE LA ROTULA","F","1","30","30","01/01/2024-31/12/2024"
"M609","MIOSITIS, NO ESPECIFICADA","F","1","4","4","01/01/2024-31/12/2024"
"M707","OTRAS BURSITIS DE LA CADERA","F","4","13","3.25","01/01/2024-31/12/2024"
"M765","TENDINITIS ROTULIANA","F","1","2","2","01/01/2024-31/12/2024"
"N300","CISTITIS AGUDA","F","6","10","1.66666666667","01/01/2024-31/12/2024"
"N806","ENDOMETRIOSIS EN CICATRIZ CUTANEA","F","1","10","10","01/01/2024-31/12/2024"
"N835","TORSION DE OVARIO, PEDICULO DE OVARIO Y TROMPA DE FALOPIO","F","1","30","30","01/01/2024-31/12/2024"
"N850","HIPERPLASIA DE GLANDULA DEL ENDOMETRIO","F","14","106","7.57142857143","01/01/2024-31/12/2024"
"O019","MOLA HIDATIFORME, NO ESPECIFICADA","F","1","15","15","01/01/2024-31/12/2024"
"O031","ABORTO ESPONTANEO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA","F","1","15","15","01/01/2024-31/12/2024"
"O200","AMENAZA DE ABORTO","F","27","256","9.48148148148","01/01/2024-31/12/2024"
"O331","ATENCION MATERNA POR DESPROPORCION DEBIDA A ESTRECHEZ GENERAL DE LA PELVIS","F","4","393","98.25","01/01/2024-31/12/2024"
"O441","PLACENTA PREVIA CON HEMORRAGIA","F","2","60","30","01/01/2024-31/12/2024"
"O620","CONTRACCIONES PRIMARIAS INADECUADAS","F","2","50","25","01/01/2024-31/12/2024"
"O828","OTROS PARTOS UNICOS POR CESAREA","F","5","623","124.6","01/01/2024-31/12/2024"
"R060","DISNEA","F","3","5","1.66666666667","01/01/2024-31/12/2024"
"S019","HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA","F","2","6","3","01/01/2024-31/12/2024"
"S060","CONCUSION","F","4","39","9.75","01/01/2024-31/12/2024"
"S298","OTROS TRAUMATISMOS DEL TORAX, ESPECIFICADOS","F","1","3","3","01/01/2024-31/12/2024"
"S390","TRAUMATISMO DE TENDON Y DE MUSCULOS DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS","F","1","1","1","01/01/2024-31/12/2024"
"S420","FRACTURA DE LA CLAVICULA","F","5","128","25.6","01/01/2024-31/12/2024"
"S508","OTROS TRAUMATISMOS SUPERFICIALES DEL ANTEBRAZO","F","2","33","16.5","01/01/2024-31/12/2024"
"S609","TRAUMATISMO SUPERFICIAL DE LA MUNECA Y DE LA MANO, NO ESPECIFICADO","F","1","7","7","01/01/2024-31/12/2024"
"S610","HERIDA DE DEDO(S) DE LA MANO, SIN DANO DE LA(S) UNA(S)","F","6","34","5.66666666667","01/01/2024-31/12/2024"
"S666","TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS FLEXORES A NIVEL DE LA MUNECA Y DE LA MANO","F","1","30","30","01/01/2024-31/12/2024"
"S520","FRACTURA DE LA EPIFISIS SUPERIOR DEL CUBITO","F","2","60","30","01/01/2024-31/12/2024"
"S521","FRACTURA DE LA EPIFISIS SUPERIOR DEL RADIO","F","5","130","26","01/01/2024-31/12/2024"
"S607","TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA MUNECA Y DE LA MANO","F","2","3","1.5","01/01/2024-31/12/2024"
"S728","FRACTURAS DE OTRAS PARTES DEL FEMUR","F","1","7","7","01/01/2024-31/12/2024"
"S818","HERIDA DE OTRAS PARTES DE LA PIERNA","F","2","6","3","01/01/2024-31/12/2024"
"S820","FRACTURA DE LA ROTULA","F","4","82","20.5","01/01/2024-31/12/2024"
"S900","CONTUSION DEL TOBILLO","F","13","79","6.07692307692","01/01/2024-31/12/2024"
"S909","TRAUMATISMO SUPERFICIAL DEL PIE Y DEL TOBILLO, NO ESPECIFICADO","F","4","23","5.75","01/01/2024-31/12/2024"
"S936","ESGUINCES Y TORCEDURAS DE OTROS SITIOS Y LOS NO ESPECIFICADOS DEL PIE","F","3","14","4.66666666667","01/01/2024-31/12/2024"
"T16X","CUERPO EXTRANO DEL OIDO","F","1","1","1","01/01/2024-31/12/2024"
"V224","MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS, CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO","F","2","5","2.5","01/01/2024-31/12/2024"
"V275","MOTOCICLISTA LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO, PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO","F","1","10","10","01/01/2024-31/12/2024"
"V281","MOTOCICLISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION, PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO","F","2","4","2","01/01/2024-31/12/2024"
"V284","MOTOCICLISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION, CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO","F","2","7","3.5","01/01/2024-31/12/2024"
"W459","CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, LUGAR NO ESPECIFICADO","F","2","16","8","01/01/2024-31/12/2024"
"W542","MORDEDURA O ATAQUE DE PERRO, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","F","1","3","3","01/01/2024-31/12/2024"
"Y078","OTROS MALTRATOS POR OTRA PERSONA ESPECIFICADA","F","1","1","1","01/01/2024-31/12/2024"
"Z300","CONSEJO Y ASESORAMIENTO GENERAL SOBRE LA ANTICONCEPCION","F","3","10","3.33333333333","01/01/2024-31/12/2024"
"Z392","SEGUIMIENTO POSTPARTO, DE RUTINA","F","4","504","126","01/01/2024-31/12/2024"
"Z488","OTROS CUIDADOS ESPECIFICADOS POSTERIORES A LA CIRUGIA","F","3","40","13.33333333333","01/01/2024-31/12/2024"
"Z540","CONVALECENCIA CONSECUTIVA A CIRUGIA","F","1","3","3","01/01/2024-31/12/2024"
"R508","OTRAS FIEBRES ESPECIFICADAS","F","4","13","3.25","01/01/2024-31/12/2024"
"R520","DOLOR AGUDO","F","7","16","2.28571428571","01/01/2024-31/12/2024"
"R529","DOLOR, NO ESPECIFICADO","F","2","4","2","01/01/2024-31/12/2024"
"R568","OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS","F","3","11","3.66666666667","01/01/2024-31/12/2024"
"S010","HERIDA DEL CUERO CABELLUDO","F","2","7","3.5","01/01/2024-31/12/2024"
"S309","TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA","F","1","4","4","01/01/2024-31/12/2024"
"S322","FRACTURA DEL COCCIX","F","3","55","18.33333333333","01/01/2024-31/12/2024"
"S524","FRACTURA DE LA DIAFISIS DEL CUBITO Y DEL RADIO","F","7","195","27.85714285714","01/01/2024-31/12/2024"
"S608","OTROS TRAUMATISMOS SUPERFICIALES DE LA MUNECA Y DE LA MANO","F","1","2","2","01/01/2024-31/12/2024"
"S681","AMPUTACION TRAUMATICA DE OTRO DEDO UNICO (COMPLETA) (PARCIAL)","F","2","45","22.5","01/01/2024-31/12/2024"
"S810","HERIDA DE LA RODILLA","F","8","45","5.625","01/01/2024-31/12/2024"
"S823","FRACTURA DE LA EPIFISIS INFERIOR DE LA TIBIA","F","10","285","28.5","01/01/2024-31/12/2024"
"S929","FRACTURA DEL PIE, NO ESPECIFICADA","F","3","52","17.33333333333","01/01/2024-31/12/2024"
"S998","OTROS TRAUMATISMOS DEL PIE Y DEL TOBILLO, ESPECIFICADOS","F","2","7","3.5","01/01/2024-31/12/2024"
"T192","CUERPO EXTRANO EN LA VULVA Y EN LA VAGINA","F","1","5","5","01/01/2024-31/12/2024"
"T231","QUEMADURA DE LA MUNECA Y DE LA MANO, DE PRIMER GRADO","F","1","5","5","01/01/2024-31/12/2024"
"T742","ABUSO SEXUAL","F","1","5","5","01/01/2024-31/12/2024"
"U071","USO EMERGENTE DE U07.1","F","1","7","7","01/01/2024-31/12/2024"
"V225","MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS, PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO","F","1","15","15","01/01/2024-31/12/2024"
"Z321","EMBARAZO CONFIRMADO","F","7","141","20.14285714286","01/01/2024-31/12/2024"
"A661","LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO","F","1","5","5","01/01/2024-31/12/2024"
"C088","LESION DE SITIOS CONTIGUOS DE LAS GLANDULAS SALIVALES MAYORES","F","2","16","8","01/01/2024-31/12/2024"
"C924","LEUCEMIA PROMIELOCITICA AGUDA [LPA]","F","3","90","30","01/01/2024-31/12/2024"
"D27X","TUMOR BENIGNO DEL OVARIO","F","4","57","14.25","01/01/2024-31/12/2024"
"D289","TUMOR BENIGNO DE ORGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO","F","1","2","2","01/01/2024-31/12/2024"
"G560","SINDROME DEL TUNEL CARPIANO","F","36","812","22.55555555556","01/01/2024-31/12/2024"
"H811","VERTIGO PAROXISTICO BENIGNO","F","4","12","3","01/01/2024-31/12/2024"
"H813","OTROS VERTIGOS PERIFERICOS","F","13","39","3","01/01/2024-31/12/2024"
"I10X","HIPERTENSION ESENCIAL (PRIMARIA)","F","5","9","1.8","01/01/2024-31/12/2024"
"J019","SINUSITIS AGUDA, NO ESPECIFICADA","F","1","7","7","01/01/2024-31/12/2024"
"J159","NEUMONIA BACTERIANA, NO ESPECIFICADA","F","12","77","6.41666666667","01/01/2024-31/12/2024"
"J209","BRONQUITIS AGUDA, NO ESPECIFICADA","F","79","253","3.20253164557","01/01/2024-31/12/2024"
"K565","ADHERENCIAS [BRIDAS] INTESTINALES CON OBSTRUCCION","F","1","24","24","01/01/2024-31/12/2024"
"K579","ENFERMEDAD DIVERTICULAR DEL INTESTINO, PARTE NO ESPECIFICADA, SIN PERFORACION NI ABSCESO","F","1","7","7","01/01/2024-31/12/2024"
"K649","HEMORROIDES, SIN OTRA ESPECIFICACIÓN","F","1","1","1","01/01/2024-31/12/2024"
"K810","COLECISTITIS AGUDA","F","1","15","15","01/01/2024-31/12/2024"
"L032","CELULITIS DE LA CARA","F","2","10","5","01/01/2024-31/12/2024"
"L509","URTICARIA, NO ESPECIFICADA","F","2","3","1.5","01/01/2024-31/12/2024"
"L732","HIDRADENITIS SUPURATIVA","F","1","7","7","01/01/2024-31/12/2024"
"M255","DOLOR EN ARTICULACION","F","8","35","4.375","01/01/2024-31/12/2024"
"M545","LUMBAGO NO ESPECIFICADO","F","70","196","2.8","01/01/2024-31/12/2024"
"M624","CONTRACTURA MUSCULAR","F","5","9","1.8","01/01/2024-31/12/2024"
"M700","SINOVITIS CREPITANTE CRONICA DE LA MANO Y DE LA MUNECA","F","2","31","15.5","01/01/2024-31/12/2024"
"M725","FASCITIS NO CLASIFICADA EN OTRA PARTE","F","1","3","3","01/01/2024-31/12/2024"
"M796","DOLOR EN MIEMBRO","F","14","42","3","01/01/2024-31/12/2024"
"N200","CALCULO DEL RINON","F","19","97","5.10526315789","01/01/2024-31/12/2024"
"N768","OTRAS INFLAMACIONES ESPECIFICADAS DE LA VAGINA Y DE LA VULVA","F","1","5","5","01/01/2024-31/12/2024"
"O039","ABORTO ESPONTANEO COMPLETO O NO ESPECIFICADO, SIN COMPLICACION","F","4","22","5.5","01/01/2024-31/12/2024"
"O059","OTRO ABORTO COMPLETO O NO ESPECIFICADO, SIN COMPLICACION","F","2","7","3.5","01/01/2024-31/12/2024"
"O654","TRABAJO DE PARTO OBSTRUIDO DEBIDO A DESPROPORCION FETOPELVIANA, SIN OTRA ESPECIFICACION","F","2","252","126","01/01/2024-31/12/2024"
"Q353","FISURA DEL PALADAR BLANDO","F","1","8","8","01/01/2024-31/12/2024"
"Q650","LUXACION CONGENITA DE LA CADERA, UNILATERAL","F","1","30","30","01/01/2024-31/12/2024"
"R521","DOLOR CRONICO INTRATABLE","F","1","7","7","01/01/2024-31/12/2024"
"R634","PERDIDA ANORMAL DE PESO","F","1","20","20","01/01/2024-31/12/2024"
"S220","FRACTURA DE VERTEBRA TORACICA","F","1","15","15","01/01/2024-31/12/2024"
"S327","FRACTURAS MULTIPLES DE LA COLUMNA LUMBAR Y DE LA PELVIS","F","2","6","3","01/01/2024-31/12/2024"
"S601","CONTUSION DE DEDO(S) DE LA MANO CON DANO DE LA(S) UNA(S)","F","1","5","5","01/01/2024-31/12/2024"
"S602","CONTUSION DE OTRAS PARTES DE LA MUNECA Y DE LA MANO","F","10","76","7.6","01/01/2024-31/12/2024"
"S627","FRACTURAS MULTIPLES DE LOS DEDOS DE LA MANO","F","1","30","30","01/01/2024-31/12/2024"
"S709","TRAUMATISMO SUPERFICIAL DE LA CADERA Y DEL MUSLO, NO ESPECIFICADO","F","1","7","7","01/01/2024-31/12/2024"
"S819","HERIDA DE LA PIERNA, PARTE NO ESPECIFICADA","F","1","2","2","01/01/2024-31/12/2024"
"S911","HERIDA DE DEDO(S) DEL PIE SIN DANO(S) DE LA(S) UNA(S)","F","1","5","5","01/01/2024-31/12/2024"
"S924","FRACTURA DE LOS HUESOS DEL DEDO GORDO DEL PIE","F","2","30","15","01/01/2024-31/12/2024"
"T07X","TRAUMATISMOS MULTIPLES, NO ESPECIFICADOS","F","5","22","4.4","01/01/2024-31/12/2024"
"T173","CUERPO EXTRANO EN LA LARINGE","F","1","1","1","01/01/2024-31/12/2024"
"T230","QUEMADURA DE LA MUNECA Y DE LA MANO, GRADO NO ESPECIFICADO","F","1","7","7","01/01/2024-31/12/2024"
"T251","QUEMADURA DEL TOBILLO Y DEL PIE, DE PRIMER GRADO","F","1","4","4","01/01/2024-31/12/2024"
"V200","MOTOCICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO","F","3","10","3.33333333333","01/01/2024-31/12/2024"
"V285","MOTOCICLISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION, PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO","F","2","14","7","01/01/2024-31/12/2024"
"S723","FRACTURA DE LA DIAFISIS DEL FEMUR","F","1","15","15","01/01/2024-31/12/2024"
"S797","TRAUMATISMOS MULTIPLES DE LA CADERA Y DEL MUSLO","F","2","6","3","01/01/2024-31/12/2024"
"S799","TRAUMATISMO NO ESPECIFICADO DE LA CADERA Y DEL MUSLO","F","1","20","20","01/01/2024-31/12/2024"
"S831","LUXACION DE LA RODILLA","F","2","7","3.5","01/01/2024-31/12/2024"
"S860","TRAUMATISMO DEL TENDON DE AQUILES","F","2","60","30","01/01/2024-31/12/2024"
"S902","CONTUSION DE DEDO(S) DEL PIE CON DANO DE LA(S) UNA(S)","F","2","5","2.5","01/01/2024-31/12/2024"
"S907","TRAUMATISMOS SUPERFICIALES MULTIPLES DEL PIE Y DEL TOBILLO","F","2","4","2","01/01/2024-31/12/2024"
"S913","HERIDA DE OTRAS PARTES DEL PIE","F","4","61","15.25","01/01/2024-31/12/2024"
"S930","LUXACION DE LA ARTICULACION DEL TOBILLO","F","1","6","6","01/01/2024-31/12/2024"
"S932","RUPTURA DE LIGAMENTOS A NIVEL DEL TOBILLO Y DEL PIE","F","1","30","30","01/01/2024-31/12/2024"
"V215","MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE PEDAL, PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO","F","1","3","3","01/01/2024-31/12/2024"
"V280","MOTOCICLISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO","F","3","8","2.66666666667","01/01/2024-31/12/2024"
"V295","PASAJERO DE MOTOCICLETA LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRANSITO","F","1","4","4","01/01/2024-31/12/2024"
"Y071","OTROS MALTRATOS POR PADRE O MADRE","F","1","1","1","01/01/2024-31/12/2024"
"C248","LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES","F","1","1","1","01/01/2024-31/12/2024"
"D219","TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO","F","1","3","3","01/01/2024-31/12/2024"
"E876","HIPOPOTASMIA","F","3","7","2.33333333333","01/01/2024-31/12/2024"
"H023","BLEFAROCALASIA","F","1","20","20","01/01/2024-31/12/2024"
"H169","QUERATITIS,NO ESPECIFICADA","F","1","2","2","01/01/2024-31/12/2024"
"I471","TAQUICARDIA SUPRAVENTRICULAR","F","1","5","5","01/01/2024-31/12/2024"
"I829","EMBOLIA Y TROMBOSIS DE VENA NO ESPECIFICADA","F","1","10","10","01/01/2024-31/12/2024"
"I839","VENAS VARICOSAS DE LOS MIEMBROS INFERIORES SIN ULCERA NI INFLAMACION","F","11","71","6.45454545455","01/01/2024-31/12/2024"
"J00X","RINOFARINGITIS AGUDA [RESFRIADO COMUN]","F","123","332","2.69918699187","01/01/2024-31/12/2024"
"J042","LARINGOTRAQUEITIS AGUDA","F","1","3","3","01/01/2024-31/12/2024"
"J219","BRONQUIOLITIS AGUDA, NO ESPECIFICADA","F","2","4","2","01/01/2024-31/12/2024"
"J351","HIPERTROFIA DE LAS AMIGDALAS","F","2","28","14","01/01/2024-31/12/2024"
"J960","INSUFICIENCIA RESPIRATORIA AGUDA","F","1","1","1","01/01/2024-31/12/2024"
"K009","TRASTORNO DEL DESARROLLO DE LOS DIENTES, NO ESPECIFICADO","F","1","4","4","01/01/2024-31/12/2024"
"K578","ENFERMEDAD DIVERTICULAR DEL INTESTINO, PARTE NO ESPECIFICADA, CON PERFORACION Y ABSCESO","F","1","1","1","01/01/2024-31/12/2024"
"K641","HEMORROIDES DE SEGUNDO GRADO","F","1","1","1","01/01/2024-31/12/2024"
"K710","ENFERMEDAD TOXICA DEL HIGADO, CON COLESTASIS","F","2","42","21","01/01/2024-31/12/2024"
"L039","CELULITIS DE SITIO NO ESPECIFICADO","F","4","24","6","01/01/2024-31/12/2024"
"L600","UNA ENCARNADA","F","1","5","5","01/01/2024-31/12/2024"
"L720","QUISTE EPIDERMICO","F","4","16","4","01/01/2024-31/12/2024"
"L84X","CALLOS Y CALLOSIDADES","F","2","10","5","01/01/2024-31/12/2024"
"M175","OTRAS GONARTROSIS SECUNDARIAS","F","1","3","3","01/01/2024-31/12/2024"
"M179","GONARTROSIS, NO ESPECIFICADA","F","1","3","3","01/01/2024-31/12/2024"
"M239","TRASTORNO INTERNO DE LA RODILLA, NO ESPECIFICADO","F","4","23","5.75","01/01/2024-31/12/2024"
"M653","DEDO EN GATILLO","F","5","67","13.4","01/01/2024-31/12/2024"
"M712","QUISTE SINOVIAL DEL HUECO POPLITEO [DE BAKER]","F","1","30","30","01/01/2024-31/12/2024"
